nom_commune;code_insee;code_departement;population;email;nom_contact;code_postal;latitude;longitude
LIMAY;78335;78;16304;accueil@ville-limay.fr;Eric ROULOT;78520;;
LIMETZ-VILLEZ;78337;78;1904;mairie@limetz-villez.fr;Michel OBRY;78270;;
LES LOGES-EN-JOSAS;78343;78;1546;accueil@mairieleslogesenjosas.fr;Caroline DOUCERAIN;78350;;
LOMMOYE;78344;78;647;mairie.lommoye@lommoye.fr;Antoinette SAULE;78270;;
LONGNES;78346;72;1455;mairie-de-longnes@orange.fr;Michel STEIN;72540;;
LONGNES;78346;78;1455;mairie@longnes.fr;Michel STEIN;78980;;
LONGVILLIERS;78349;62;510;mairielongvilliers@wanadoo.fr;Marc ALLES;62630;;
LONGVILLIERS;78349;78;510;mairie.longvilliers@wanadoo.fr;Marc ALLES;78730;;
LOUVECIENNES;78350;78;7186;info@mairie-louveciennes.fr;Pierre-François VIARD;78430;;
MAGNANVILLE;78354;78;5904;contact@mairie-magnanville.fr;Michel LEBOUC;78200;;
MAGNY-LES-HAMEAUX;78356;78;9100;hoteldeville@magny-les-hameaux.fr;Bertrand HOUILLON;78114;;
MAISONS-LAFFITTE;78358;78;23125;accueil@maisonslaffitte.fr;Jacques MYARD;78605;;
MANTES-LA-JOLIE;78361;78;42727;service-etat-civil@manteslajolie.fr;Michel VIALAY;78200;;
MARCQ;78364;8;711;mairie.marcq08@laposte.net;Pierre SOUIN;08250;;
MAREIL-LE-GUYON;78366;78;385;mairie@mareil-le-guyon.fr;Jean-Pierre DECROIX;78490;;
MAREIL-MARLY;78367;78;3518;contact@mareil-marly.fr;Brigitte MORVANT;78750;;
MAREIL-SUR-MAULDRE;78368;78;1734;mairie@mareil-sur-mauldre.fr;Max MANNE;78124;;
MARLY-LE-ROI;78372;78;16645;info@marlyleroi.fr;Jean-Yves PERROT;78160;;
MAULE;78380;78;5764;contact.mairie@maule.fr;Laurent RICHARD;78580;;
MAULETTE;78381;78;796;mairie@maulette.fr;Eric TONDU;78550;;
MAURECOURT;78382;78;4328;accueil@ville-maurecourt.fr;Gérald RUTAULT;78780;;
MAUREPAS;78383;78;18928;etatcivil@maurepas.fr;Grégory GARESTIER;78310;;
MÉDAN;78384;78;1436;communedemedan.accueil@orange.fr;Karine KAUFFMANN;78670;;
MÉNERVILLE;78385;78;205;mairiemenerville@wanadoo.fr;Sylvain THURET;78200;;
MÉRÉ;78389;89;1708;mairie.de.mere@ozone.net;Michel RECOUSSINES;89144;;
MÉRICOURT;78391;62;386;contact@mairie-mericourt.fr;Philippe GESLAN;62680;;
MÉRICOURT;78391;78;386;mericourt.mairie@wanadoo.fr;Philippe GESLAN;78270;;
LE MESNIL-LE-ROI;78396;78;6408;mairie@ville-lemesnilleroi.fr;Serge CASERIS;78600;;
LE MESNIL-SAINT-DENIS;78397;78;6611;mairie@lemesnilsaintdenis.fr;Evelyne AUBERT;78322;;
LES MESNULS;78398;78;863;mairie@lesmesnuls.fr;Michel ROUX;78490;;
MEULAN-EN-YVELINES;78401;78;8921;mairie@ville-meulan.fr;Cécile ZAMMIT-POPESCU;78250;;
MÉZIÈRES-SUR-SEINE;78402;78;3556;accueil@mezieres78.fr;Jean-François FASTRE;78970;;
MÉZY-SUR-SEINE;78403;78;1964;mairie-mezy@wanadoo.fr;Jean MALLET;78250;;
MILLEMONT;78404;78;248;mairie.millemont@wanadoo.fr;Annie JOSEPH;78940;;
MILON-LA-CHAPELLE;78406;78;295;mairie-de-milon@wanadoo.fr;Jacques PELLETIER;78470;;
MITTAINVILLE;78407;78;603;secretariat@mairie-mittainville.fr;Françoise BERTHIER;78125;;
MOISSON;78410;78;927;accueil@moisson.fr;Daniel GOURIOU;78840;;
MONDREVILLE;78413;77;386;mairie-de-mondreville@wanadoo.fr;Jacques BAZIRE;77570;;
MONDREVILLE;78413;78;386;mairie-mondreville@wanadoo.fr;Jacques BAZIRE;78980;;
MONTAINVILLE;78415;78;549;mairie@montainville78.com;Eric MARTIN;78124;;
MONTALET-LE-BOIS;78416;78;334;contact@montaletlebois.fr;Michel HANON;78440;;
MONTESSON;78418;78;15270;citoyennete@montesson.fr;Jean-François BEL;78362;;
MONTFORT-L'AMAURY;78420;78;3127;accueil@montfortlamaury.fr;Hervé PLANCHENAULT;78490;;
MONTIGNY-LE-BRETONNEUX;78423;78;33567;mairie@montigny78.fr;Michel LAUGIER;78180;;
MOUSSEAUX-SUR-SEINE;78437;78;617;mairie.mousseaux@wanadoo.fr;Gérard OURS;78270;;
MULCENT;78439;78;108;mulcent.mairie@orange.fr;Nicolas PELARD;78790;;
LES MUREAUX;78440;78;30739;nous.contacter@ville-lesmureaux.fr;François GARAY;78135;;
NEAUPHLE-LE-CHÂTEAU;78442;78;3028;mairie@neauphle-le-chateau.com;Bernard JOPPIN;78640;;
NEAUPHLE-LE-VIEUX;78443;78;811;mairie.neauphlelevieux@wanadoo.fr;Denise PLANCHON;78640;;
NEAUPHLETTE;78444;78;881;secretariat.mairie@neauphlette.fr;Jean-Louis COUDERC;78980;;
NÉZEL;78451;78;1070;secretariat.mairie@nezel.fr;Dominique TURPIN;78410;;
NOISY-LE-ROI;78455;78;7765;mairie@noisyleroi.fr;Marc TOURELLE;78592;;
OINVILLE-SUR-MONTCIENT;78460;78;1111;mairie.78250oinville@wanadoo.fr;Stéphane JEANNE;78250;;
ORCEMONT;78464;78;843;mairie-orcemont@wanadoo.fr;Bernard BOURGEOIS;78125;;
ORGERUS;78465;78;2354;mairie@orgerus.fr;Amédée DE BROISSIA;78910;;
ORGEVAL;78466;2;5919;mairie.dorgeval@orange.fr;Yannick TASSET;02860;;
ORGEVAL;78466;78;5919;communication@mairie-orgeval.fr;Yannick TASSET;78630;;
ORPHIN;78470;78;911;mairie-orphin@wanadoo.fr;Janny DEMICHELIS;78125;;
ORSONVILLE;78472;78;331;orsonville@orange.fr;Anne CABRIT;78660;;
ORVILLIERS;78474;78;702;mairieorvilliers@wanadoo.fr;Chantal HOURSON;78910;;
OSMOY;78475;18;378;mairie.osmoy@wanadoo.fr;Joël DURAND;18390;;
OSMOY;78475;78;378;mairie@osmoy78.eu;Joël DURAND;78910;;
PARAY-DOUAVILLE;78478;78;242;mairie@paraydouaville.fr;Martial ALIX;78660;;
LE PECQ;78481;78;16675;mairie@ville-lepecq.fr;Laurence BERNARD;78231;;
PERDREAUVILLE;78484;78;630;mairie.perdreauville@orange.fr;Pascal POYER;78200;;
LE PERRAY-EN-YVELINES;78486;78;6669;etatcivil@leperray.fr;Paulette DESCHAMPS;78610;;
PLAISIR;78490;78;31074;plaisiravotreecoute@ville-plaisir.fr;Joséphine KOLLMANNSBERGER;78370;;
POIGNY-LA-FORÊT;78497;78;1017;mairie@poigny78.fr;Thierry CONVERT;78125;;
POISSY;78498;78;37662;courrier@ville-poissy.fr;Karl OLIVE;78303;;
PONTHÉVRARD;78499;78;602;mairie@ponthevrard.fr;Roland BONNET;78730;;
PORCHEVILLE;78501;78;3071;hotel-de-ville@mairie-porcheville.fr;Paul LE BIHAN;78440;;
LE PORT-MARLY;78502;78;4946;accueil@port-marly.fr;Marcelle GORGUES;78560;;
PRUNAY-LE-TEMPLE;78505;78;404;mairie.prunay@wanadoo.fr;Jean MYOTTE;78910;;
PRUNAY-EN-YVELINES;78506;78;816;mairie@prunay-en-yvelines.fr;Jean Pierre MALARDEAU;78660;;
RAIZEUX;78516;78;864;mairie-de-raizeux@wanadoo.fr;Jean-Pierre ZANNIER;78125;;
RAMBOUILLET;78517;78;25860;accueil@rambouillet.fr;Marc ROBERT;78120;;
RENNEMOULIN;78518;78;112;commune.rennemoulin@wanadoo.fr;Arnaud HOURDIN;78590;;
RICHEBOURG;78520;52;1527;richebourg52@wanadoo.fr;Bernadette COURTY;52120;;
RICHEBOURG;78520;62;1527;mairie@richebourg62.fr;Bernadette COURTY;62136;;
RICHEBOURG;78520;78;1527;mairie@richebourg78.fr;Bernadette COURTY;78550;;
ROCHEFORT-EN-YVELINES;78522;78;937;mairie@rey78.fr;Sylvain LAMBERT;78730;;
ROCQUENCOURT;78524;60;3217;mairie.rocquencourt@orange.fr;Jean-François PEUMERY;60120;;
ROLLEBOISE;78528;78;406;maire@mairie-rolleboise.fr;Maurice BOUDET;78270;;
ROSAY;78530;39;382;mairie.rosay39@orange.fr;Bruno MARMIN;39190;;
ROSAY;78530;76;382;rosay76@orange.fr;Bruno MARMIN;76680;;
ROSAY;78530;78;382;mairie.rosay@wanadoo.fr;Bruno MARMIN;78790;;
ROSNY-SUR-SEINE;78531;78;5614;hoteldeville@ville-rosny78.fr;Michel GUILLAMAUD;78710;;
SAILLY;78536;8;380;mairie.sailly@orange.fr;Gérard BEGUIN;08110;;
SAILLY;78536;52;380;mairiedesailly@orange.fr;Gérard BEGUIN;52230;;
SAILLY;78536;71;380;communedesailly@wanadoo.fr;Gérard BEGUIN;71250;;
SAILLY;78536;78;380;mairie-sailly@wanadoo.fr;Gérard BEGUIN;78440;;
SAINT-ARNOULT-EN-YVELINES;78537;78;6154;accueil@say78.fr;Jean-Claude HUSSON;78730;;
SAINT-FORGET;78548;78;463;mairie-saint-forget@wanadoo.fr;Jean-Luc JANNIN;78720;;
SAINT-GERMAIN-DE-LA-GRANGE;78550;78;1819;mairie@sgdlg.fr;Bertrand HAUET;78640;;
SAINT-GERMAIN-EN-LAYE;78551;78;40653;courrier@saintgermainenlaye.fr;Emmanuel LAMY;78100;;
SAINT-HILARION;78557;78;897;mairie@saint-hilarion.fr;Jean-Claude BATTEUX;78125;;
SAINT-ILLIERS-LA-VILLE;78558;78;342;mairie@saintillierslaville.fr;Jean-Louis FOURNIER;78980;;
SAINT-ILLIERS-LE-BOIS;78559;78;462;st-illiers-le-bois.mairie@wanadoo.fr;Christine NOEL;78980;;
SAINT-LAMBERT;78561;14;436;mairie.stlambert@wanadoo.fr;Bernard GUEGUEN;14570;;
SAINT-LÉGER-EN-YVELINES;78562;78;1491;sg@st-leger.fr;Jean-Pierre GHIBAUDO;78610;;
SAINT-MARTIN-DE-BRÉTHENCOURT;78564;78;634;saint.martin.brethencourt@wanadoo.fr;Claude BRUAS;78660;;
SAINT-MARTIN-DES-CHAMPS;78565;18;317;mairie.stmartindeschamps.18@wanadoo.fr;Stéphane BAZONNET;18140;;
SAINT-MARTIN-DES-CHAMPS;78565;29;317;mairie@ville-stmartin29.fr;Stéphane BAZONNET;29600;;
SAINT-MARTIN-DES-CHAMPS;78565;77;317;commune-saint-martin-des-champs@wanadoo.fr;Stéphane BAZONNET;77320;;
SAINT-MARTIN-DES-CHAMPS;78565;78;317;mairiesm@orange.fr;Stéphane BAZONNET;78790;;
SAINT-MARTIN-DES-CHAMPS;78565;89;317;mairie-stmartindeschamps@wanadoo.fr;Stéphane BAZONNET;89170;;
SAINT-MARTIN-LA-GARENNE;78567;78;931;mairiesaintmartinlagarenne@wanadoo.fr;Stephan CHAMPAGNE;78520;;
SAINTE-MESME;78569;78;929;mairie@saintemesme.fr;Christophe DERMY;78730;;
SAINT-RÉMY-L'HONORÉ;78576;78;1379;mairie@saintremylhonore.fr;Toine BOURRAT;78690;;
SARTROUVILLE;78586;78;51431;mairie@ville-sartrouville.fr;Pierre FOND;78500;;
SAULX-MARCHAIS;78588;78;902;mairie@saulx-marchais.fr;Gaëtan DEFIVES;78650;;
SENLISSE;78590;78;538;mairie.senlisse@wanadoo.fr;Jacques FIDELLE;78720;;
SEPTEUIL;78591;78;2225;mairie@septeuil.fr;Dominique RIVIERE;78790;;
SOINDRES;78597;78;608;mairie.soindres@wanadoo.fr;Jacky LAVIGOGNE;78200;;
SONCHAMP;78601;78;1589;mairie@sonchamp.fr;Monique GUENIN;78120;;
TACOIGNIÈRES;78605;78;1058;contact@mairietacoignieres.fr;Jean-Jacques MANSAT;78910;;
LE TARTRE-GAUDRAN;78606;78;31;mairiedutartre@orange.fr;Bernard LE ROUX;78113;;
LE TERTRE-SAINT-DENIS;78608;78;114;mairie-tertrestdenis@wanadoo.fr;Yves GIARD;78980;;
TESSANCOURT-SUR-AUBETTE;78609;78;947;accueil@tessancourt.fr;Paulette FAVROU;78250;;
THIVERVAL-GRIGNON;78615;78;1030;mairie@mairie-thiverval-grignon.fr;Rémi LUCET;78850;;
THOIRY;78616;1;1156;mairie@mairie-thoiry.fr;François MOUTOT;01710;;
THOIRY;78616;73;1156;thoiry73@orange.fr;François MOUTOT;73230;;
THOIRY;78616;78;1156;mairie-de-thoiry@wanadoo.fr;François MOUTOT;78770;;
TILLY;78618;27;541;tilly.mairie@wanadoo.fr;Dominique WHITEWAY;27510;;
TILLY;78618;36;541;mairie.tilly@wanadoo.fr;Dominique WHITEWAY;36310;;
TILLY;78618;78;541;mairie-tilly78@wanadoo.fr;Dominique WHITEWAY;78790;;
TOUSSUS-LE-NOBLE;78620;78;1006;mairie@toussus.fr;Patrick CHARLES;78117;;
TRAPPES;78621;78;29563;courrier.dg@mairie-trappes.fr;Guy MALANDAIN;78195;;
LE TREMBLAY-SUR-MAULDRE;78623;78;979;mairie.tremblaysurmauldre@wanadoo.fr;Joseph LE FOLL;78490;;
TRIEL-SUR-SEINE;78624;78;11549;mairie@triel.fr;Joël MANCEL;78510;;
VAUX-SUR-SEINE;78638;78;4798;mairie@vauxsurseine.fr;Julien CRESPO;78740;;
VÉLIZY-VILLACOUBLAY;78640;78;20711;directiongenerale@velizy-villacoublay.fr;Pascal THEVENOT;78140;;
VERNOUILLET;78643;28;9401;contact@vernouillet28.fr;Pascal COLLADO;28509;;
VERNOUILLET;78643;78;9401;guichet.unique@mairie-vernouillet.fr;Pascal COLLADO;78540;;
LA VERRIÈRE;78644;78;5924;affaires.generales@mairie-laverriere.fr;Alain HAJJAJ;78320;;
VERT;78647;40;797;mairie.vert@wanadoo.fr;Jocelyne REYNAUD-LEGER;40420;;
VERT;78647;78;797;mairiedevert@orange.fr;Jocelyne REYNAUD-LEGER;78930;;
LE VÉSINET;78650;78;15929;mairie@levesinet.fr;Bernard GROUCHKO;78116;;
VICQ;78653;3;338;mairie.de.vicq@wanadoo.fr;Bernard JACQUES;03450;;
VICQ;78653;52;338;commune-de-vicq@orange.fr;Bernard JACQUES;52400;;
VICQ;78653;59;338;accueil@ville-vicq.fr;Bernard JACQUES;59970;;
VICQ;78653;78;338;mairie-de-vicq@orange.fr;Bernard JACQUES;78490;;
LA VILLENEUVE-EN-CHEVRIE;78668;78;572;mairie@lavilleneuveenchevrie.fr;Alain PEZZALI;78270;;
VILLENNES-SUR-SEINE;78672;78;5103;info@ville-villennes-sur-seine.fr;Michel PONS;78670;;
VILLEPREUX;78674;78;9888;accueil@villepreux.fr;Stéphane MIRAMBEAU;78450;;
VILLETTE;78677;54;515;mairievillette54@orange.fr;Pierre JEAN;54260;;
VILLETTE;78677;78;515;mairie-villette@wanadoo.fr;Pierre JEAN;78930;;
VILLIERS-LE-MAHIEU;78681;78;700;mairie@villiers-le-mahieu.fr;Frédéric FARE;78770;;
VIROFLAY;78686;78;15723;affairesgenerales@ville-viroflay.fr;Olivier LEBRUN;78220;;
VOISINS-LE-BRETONNEUX;78688;78;11631;votre.courriel@voisins78.fr;Alexandra ROSETTI;78960;;
L'ABSIE;79001;79;1039;secretariat@absie.fr;Michel BOUDEAU;79240;;
ADILLY;79002;79;304;mairie-adilly@cc-parthenay-gatine.fr;Ludovic HERAULT;79200;;
AIFFRES;79003;79;5340;mairie@ville-aiffres.fr;Jacques BILLY;79230;;
AIRVAULT;79005;79;3064;mairie@airvault.fr;Olivier FOUILLET;79600;;
ALLONNE;79007;60;658;mairie.allonne@wanadoo.fr;Emmanuel ALLARD;60000;;
ALLONNE;79007;79;658;mairie-allonne@orange.fr;Emmanuel ALLARD;79130;;
AMAILLOUX;79008;79;865;mairie-amailloux@cc-parthenay.fr;Nathalie BRESCIA;79350;;
AMURÉ;79009;79;471;mairie.amure@orange.fr;Marcel MOINARD;79210;;
ARÇAIS;79010;79;603;mairie.arcais@orange.fr;Michel PANIER;79210;;
ARDIN;79012;79;1230;communedardin@wanadoo.fr;Jean-Pierre RIMBEAU;79160;;
ASNIÈRES-EN-POITOU;79015;79;187;mairie-asnieresenpoitou@paysmellois.org;Michel BARREAUD;79170;;
ASSAIS-LES-JUMEAUX;79016;79;774;mairie@assaislesjx.fr;Jean Pierre CESBRON;79600;;
AUBIGNÉ;79018;35;209;mairie.aubigne@wanadoo.fr;Yvan-Pierre ROYER;35250;;
AUBIGNÉ;79018;79;209;mairie-aubigne@paysmellois.org;Yvan-Pierre ROYER;79110;;
AUBIGNY;79019;3;177;mairie-aubigny03@wanadoo.fr;Daniel MALVAUD;03460;;
AUBIGNY;79019;14;177;mairie@aubigny14.fr;Daniel MALVAUD;14700;;
AUBIGNY;79019;79;177;mairie.aubigny79@orange.fr;Daniel MALVAUD;79390;;
AUBIGNY;79019;80;177;mairie-aubigny@wanadoo.fr;Daniel MALVAUD;80800;;
AUGÉ;79020;79;928;accueil@mairie-auge.fr;Gérard PERRIN;79400;;
AVAILLES-THOUARSAIS;79022;79;207;mairie-availles@cc-avt.fr;Daniel ROBERT;79600;;
AVON;79023;77;77;mairie@avon77.com;Didier JOLLET;77210;;
AVON;79023;79;77;contact@mairieavon79.fr;Didier JOLLET;79800;;
AZAY-LE-BRÛLÉ;79024;79;1829;azaylebrule.mairie@wanadoo.fr;Jean-Luc DRAPEAU;79400;;
AZAY-SUR-THOUET;79025;79;1111;mairie-azaysurthouet@cc-parthenay-gatine.fr;Jean-Michel RENAULT;79130;;
BEAULIEU-SOUS-PARTHENAY;79029;79;671;beaulieu@ccsudgatine.fr;Francine CHAUSSERAY;79420;;
BEAUSSAIS-VITRÉ;79030;79;968;mairie-beaussais-vitre@paysmellois.org;Pierre MOUSSET;79370;;
BEAUVOIR-SUR-NIORT;79031;79;1750;secretariatdumaire@beauvoir-sur-niort.fr;Jean BOULAIS;79360;;
BÉCELEUF;79032;79;716;mairiebeceleuf@orange.fr;Gilles GUILBOT;79160;;
BELLEVILLE;79033;54;125;mairie.belleville54@wanadoo.fr;Alain LAUDES;54940;;
BESSINES;79034;79;1592;mairie@mairie-bessines.fr;Jacques MORONVAL;79000;;
BOISMÉ;79038;79;1156;secretariat@boisme.fr;Yves MORIN;79300;;
LA BOISSIÈRE-EN-GÂTINE;79040;79;223;mairie.boissiere@wanadoo.fr;Yannick PACREAU;79310;;
BOUGON;79042;79;179;mairie.bougon@wanadoo.fr;Bernard COMTE;79800;;
BOUIN;79045;85;151;contact@bouin.fr;Jean-Claude SILLON;85230;;
LE BOURDET;79046;79;548;communedubourdet@orange.fr;Jean-Luc CLISSON;79210;;
BOUSSAIS;79047;79;426;mairie-boussais@cc-avt.fr;Jacques ROY;79600;;
LA CRÈCHE;79048;79;5449;contact@ville-lacreche.fr;Philippe MATHIS;79260;;
BRESSUIRE;79049;79;18764;mairie@ville-bressuire.fr;Jean-Michel BERNIER;79300;;
LE BREUIL-BERNARD;79051;79;472;mairie.breuilbernard@moncoutantsursevre.fr;Emmanuelle HERBRETEAU;79320;;
BRIE;79054;2;202;commune.brie@orange.fr;Norbert BONNEAU;02870;;
BRIE;79054;9;202;mairie-de-brie09@orange.fr;Norbert BONNEAU;09700;;
BRIE;79054;16;202;mairie@mairie-brie.fr;Norbert BONNEAU;16590;;
BRIE;79054;35;202;accueil.mairie@brie.bzh;Norbert BONNEAU;35150;;
BRIE;79054;80;202;mairie.brie@laposte.net;Norbert BONNEAU;80200;;
BRIEUIL-SUR-CHIZÉ;79055;79;113;mairie-brieuilsurchize@paysmellois.org;Marylène PICARD;79170;;
BRION-PRÈS-THOUET;79056;79;763;mairie-de-brion@orange.fr;Thierry DECHEREUX;79290;;
BRIOUX-SUR-BOUTONNE;79057;79;1513;mairie@brioux-sur-boutonne.fr;Jean- Marie HAYE;79170;;
BRÛLAIN;79058;79;693;mairiedebrulain@gmail.com;Alain LECOINTE;79230;;
LE BUSSEAU;79059;79;753;mairielebusseau@gmail.com;Denis RENOU;79240;;
CAUNAY;79060;79;173;mairie-caunay@paysmellois.org;Christian BAUDON;79190;;
CELLES-SUR-BELLE;79061;79;3744;accueil@villecellessurbelle.fr;Jean-Marie ROY;79370;;
CERIZAY;79062;79;4697;ville@cerizay.fr;Johnny BROSSEAU;79140;;
CHANTELOUP;79069;35;994;mairie@chanteloup35.fr;Dominique TRICOT;35150;;
CHANTELOUP;79069;50;994;mairiechanteloup@wanadoo.fr;Dominique TRICOT;50510;;
CHANTELOUP;79069;79;994;mairie@chanteloup.fr;Dominique TRICOT;79320;;
LA CHAPELLE-BÂTON;79070;79;399;mairie.79chapbat@orange.fr;Fabrice BARATON;79220;;
LA CHAPELLE-BÂTON;79070;86;399;contact@lachapellebaton.fr;Fabrice BARATON;86250;;
LA CHAPELLE-BERTRAND;79071;79;509;mairie-chap-ber@cc-parthenay-gatine.fr;Dominique MARTIN;79200;;
LA CHAPELLE-POUILLOUX;79074;79;187;mairie-lachapellepouilloux@paysmellois.org;Marie-Emmanuelle SAINTIER;79190;;
LA CHAPELLE-SAINT-LAURENT;79076;79;1873;mairie@chapellestlaurent.fr;Jean-Yves BILHEU;79430;;
MAULÉON;79079;79;8263;mairie@mauleon.fr;Pierre-Yves MAROLLEAU;79700;;
CHÂTILLON-SUR-THOUET;79080;79;2791;mairie_chatillon@cc-parthenay-gatine.fr;Jean Michel MORIN;79200;;
CHAURAY;79081;79;6301;contacts@chauray.fr;Jacques BROSSARD;79180;;
CHEF-BOUTONNE;79083;79;2125;mairie@chef-boutonne.fr;Fabrice MICHELET;79110;;
CHENAY;79084;51;492;mairie.chenay@wanadoo.fr;Maryvonne DANCRE;51140;;
CHENAY;79084;72;492;mairie-chenay72@wanadoo.fr;Maryvonne DANCRE;72610;;
CHENAY;79084;79;492;mairie-chenay@paysmellois.org;Maryvonne DANCRE;79120;;
CHÉRIGNÉ;79085;79;142;mairie-cherigne@wanadoo.fr;Bernard GABOREAU;79170;;
CHERVEUX;79086;79;1679;mairie.cherveux@wanadoo.fr;Marie-Pierre MISSIOUX;79410;;
CHEY;79087;79;618;mairie-chey@paysmellois.org;Gilles AMIOT;79120;;
CHICHÉ;79088;79;1642;accueil@chiche79.fr;Bertrand CHATAIGNER;79350;;
LE CHILLOU;79089;79;179;mairie-lechillou@cc-avt.fr;Jeanne BARIGAULT;79600;;
CHIZÉ;79090;79;906;mairie.chize@wanadoo.fr;Daniel BARRE;79170;;
CIRIÈRES;79091;79;973;mairie@cirieres.fr;Yves GOBIN;79140;;
CLAVÉ;79092;79;347;clave@ccsudgatine.fr;Christian RONGEON;79420;;
CLESSÉ;79094;71;940;mairie.clesse@orange.fr;Louis-Marie BIROT;71260;;
CLESSÉ;79094;79;940;mairie@clesse79.fr;Louis-Marie BIROT;79350;;
CLUSSAIS-LA-POMMERAIE;79095;79;597;mairie-clussaislapommeraie@paysmellois.org;Etienne FOUCHE;79190;;
COMBRAND;79096;79;1153;contact@mairiecombrand.com;Anne-Marie REVEAU;79140;;
COULON;79100;79;2219;accueil@ville-coulon.fr;Michel SIMON;79510;;
COULONGES-SUR-L'AUTIZE;79101;79;2375;secretariat@coulongessurlautize.com;Jean-Philippe GUERIT;79160;;
COULONGES-THOUARSAIS;79102;79;447;mairie.coulongesthouarsais@wanadoo.fr;Sébastien ROCHARD;79330;;
COURLAY;79103;79;2420;mairie@courlay.fr;André GUILLERMIC;79440;;
COURS;79104;47;541;mairie.cours@wanadoo.fr;Michelle HARRAULT;47360;;
COURS;79104;69;541;commune@mairie-cours.fr;Michelle HARRAULT;69470;;
COURS;79104;79;541;mairiedecours79@wanadoo.fr;Michelle HARRAULT;79220;;
COUTURE-D'ARGENSON;79106;79;410;mairie-couture-argenson@paysmellois.org;Jacques QUINTARD;79110;;
DOUX;79108;8;232;communue-de-doux@orange.fr;Lucien JOLIVOT;08300;;
DOUX;79108;79;232;mairie-doux@cc-parthenay-gatine.fr;Lucien JOLIVOT;79390;;
ENSIGNÉ;79111;79;288;mairie-ensigne@paysmellois.org;Bernard BELAUD;79170;;
EXIREUIL;79114;79;1544;mairie@exireuil.fr;Jérôme BILLEROT;79400;;
EXOUDUN;79115;79;605;mairie.exoudun@wanadoo.fr;Jean-Marie AUZANNEAU-FOUQUET;79800;;
FAYE-L'ABBESSE;79116;79;1040;accueil@fayelabbesse.fr;Gérard PIERRE;79350;;
FAYE-SUR-ARDIN;79117;79;640;mairie.fayesurardin@wanadoo.fr;Michel ARNAUD;79160;;
FÉNERY;79118;79;300;commune.fenery@wanadoo.fr;Sybille MARY;79450;;
FENIOUX;79119;17;669;mairie@17fenioux.fr;Jean-Pierre BASTY;17350;;
FENIOUX;79119;79;669;mairie-fenioux@wanadoo.fr;Jean-Pierre BASTY;79160;;
LA FERRIÈRE-EN-PARTHENAY;79120;79;808;mairie-la-ferriere@cc-parthenay-gatine.fr;Guillaume CLEMENT;79390;;
FOMPERRON;79121;79;439;mairie-fomperron@cc-parthenay-gatine.fr;Serge BOUTET;79340;;
FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES;79122;79;597;mairie-fontenille@paysmellois.org;Jean-Claude LARGEAUD;79110;;
LA FORÊT-SUR-SÈVRE;79123;79;2288;mairie@laforetsursevre.com;Thierry MAROLLEAU;79380;;
LES FORGES;79124;79;126;mairie-lesforges@orange.fr;Thierry PARNAUDEAU;79340;;
LES FORGES;79124;88;126;accueil@mairielesforges.fr;Thierry PARNAUDEAU;88390;;
FORS;79125;79;1715;mairie@fors79.fr;Dominique POUGNARD;79230;;
LES FOSSES;79126;79;447;mairie-lesfosses@paysmellois.org;Hubert JUIN;79360;;
LA FOYE-MONJAULT;79127;79;777;mairie@la-foye-monjault.fr;Dany MICHAUD;79360;;
FRANÇOIS;79128;79;939;mairie.francois@wanadoo.fr;Joël COSSET;79260;;
FRESSINES;79129;79;1436;mairie-fressines@wanadoo.fr;Christian NIVAU;79370;;
FRONTENAY-ROHAN-ROHAN;79130;79;2951;affairesgenerales@frontenay-rohan-rohan.fr;Brigitte COMPETISSA;79270;;
GEAY;79131;17;340;mairie@geay.fr;Jean-Marc BERNARD;17250;;
GEAY;79131;79;340;mairie@communedegeay.fr;Jean-Marc BERNARD;79330;;
GENNETON;79132;79;339;mairiedegenneton@orange.fr;Gilles CHATAIGNER;79150;;
GERMOND-ROUVRE;79133;79;1158;mairie@germondrouvre.fr;Gérard EPOULET;79220;;
GLÉNAY;79134;79;553;mairie.glenay@orange.fr;David BAPTISTE;79330;;
GRANZAY-GRIPT;79137;79;906;mairie@granzay-gript.fr;Florent JARRIAULT;79360;;
LES GROSEILLERS;79139;79;62;groseillers@ccsudgatine.fr;Odile BIENVENU;79220;;
IRAIS;79141;79;196;mairie-irais@cc-avt.fr;Joël MEUNIER;79600;;
JUILLÉ;79142;16;109;mairie.juille@orange.fr;Paul JOUANNET;16230;;
JUSCORPS;79144;79;374;juscorps.79.mairie@wanadoo.fr;Jean-Pierre MIGAULT;79230;;
LAGEON;79145;79;364;secretariat.lageon@orange.fr;Jean-Yann MARTINEAU;79200;;
LARGEASSE;79147;79;733;mairie@largeasse.fr;Jean-Jacques GROLLEAU;79240;;
LEZAY;79148;79;2076;secretariat@mairie-lezay.fr;Christian MAIREAU;79120;;
LHOUMOIS;79149;79;145;mairie-lhoumois@cc-parthenay-gatine.fr;Jean PILLOT;79390;;
LIMALONGES;79150;79;873;mairie-limalonges@paysmellois.org;Annette MACHET;79190;;
LORIGNÉ;79152;79;283;mairie-lorigne@paysmellois.org;Laëtitia COURTIOUX;79190;;
LOUBIGNÉ;79153;79;161;mairie-loubigne@paysmellois.org;Serge BALLAND;79110;;
LOUBILLÉ;79154;79;381;mairie-loubille@paysmellois.org;Gérard COLLET;79110;;
